model,period,n,frauds,prevalence,average_precision,roc_auc,precision,recall,alert_rate,precision_at_daily_budget,recall_at_daily_budget,settled_fraud_value_capture,brier_score,seed,scenario
boosting,post_shift,4626,68,0.014699524427150886,0.06705620344031685,0.7173328085073433,0.0729483282674772,0.35294117647058826,0.0711197578901859,0.08849557522123894,0.29411764705882354,0.4523543118959364,0.018476324196067064,55,no_excitation
boosting_static,all_test,5625,87,0.015466666666666667,0.18463489087008156,0.777434278527042,0.12171052631578948,0.42528735632183906,0.054044444444444444,0.125,0.40229885057471265,0.5757763804073618,0.013924055876755641,55,no_excitation
boosting_static,pre_shift,999,19,0.01901901901901902,0.5716134385053703,0.9242212674543502,0.29411764705882354,0.7894736842105263,0.05105105105105105,0.2641509433962264,0.7368421052631579,0.8121410690619938,0.011544357581565613,55,no_excitation
boosting_static,post_shift,4626,68,0.014699524427150886,0.10488952088153503,0.7338696667785148,0.08695652173913043,0.3235294117647059,0.05469087764807609,0.09251101321585903,0.3088235294117647,0.5252735799895779,0.014437959594199405,55,no_excitation
boosting_no_network,all_test,5625,87,0.015466666666666667,0.15655870260467095,0.7376786507432452,0.12,0.41379310344827586,0.05333333333333334,0.13214285714285715,0.42528735632183906,0.5697312501316448,0.01488538338919076,55,no_excitation
boosting_no_network,pre_shift,999,19,0.01901901901901902,0.6710875797219003,0.9659505907626208,0.3137254901960784,0.8421052631578947,0.05105105105105105,0.2857142857142857,0.8421052631578947,0.9596156677956118,0.009812478711700308,55,no_excitation
boosting_no_network,post_shift,4626,68,0.014699524427150886,0.0730626404093597,0.6699855457760112,0.08032128514056225,0.29411764705882354,0.05382619974059663,0.09375,0.3088235294117647,0.48642669629425705,0.015980893932384225,55,no_excitation
isolation_forest,all_test,5625,87,0.015466666666666667,0.10660669057993055,0.7147358065279386,0.06458333333333334,0.3563218390804598,0.08533333333333333,0.08928571428571429,0.28735632183908044,0.13501006981631294,,55,no_excitation
isolation_forest,pre_shift,999,19,0.01901901901901902,0.4745255351093471,0.9059076262083781,0.16216216216216217,0.631578947368421,0.07407407407407407,0.20689655172413793,0.631578947368421,0.07474966867913414,,55,no_excitation
isolation_forest,post_shift,4626,68,0.014699524427150886,0.03339364525573234,0.6577349456676045,0.046798029556650245,0.27941176470588236,0.08776480760916558,0.05855855855855856,0.19117647058823528,0.14788559292870698,,55,no_excitation
behaviour_rule,all_test,5625,87,0.015466666666666667,0.15850373904447404,0.7580831288942023,0.09615384615384616,0.45977011494252873,0.07395555555555555,0.12142857142857143,0.39080459770114945,0.5225643277364705,,55,no_excitation
behaviour_rule,pre_shift,999,19,0.01901901901901902,0.6370878444817801,0.9694951664876478,0.24285714285714285,0.8947368421052632,0.07007007007007007,0.2807017543859649,0.8421052631578947,0.9596156677956118,,55,no_excitation
behaviour_rule,post_shift,4626,68,0.014699524427150886,0.06899242137250328,0.6936091681077872,0.06647398843930635,0.3382352941176471,0.07479463899697363,0.08071748878923767,0.2647058823529412,0.42918186555497656,,55,no_excitation
logistic,all_test,8438,115,0.013628821995733587,0.18254044805166492,0.8401537907004686,0.08571428571428572,0.5217391304347826,0.08295804693055227,0.14642857142857144,0.3565217391304348,0.4827129871816475,0.03087537734883912,11,no_memory
logistic,pre_shift,1408,29,0.020596590909090908,0.6016070609215549,0.981420819684429,0.34285714285714286,0.8275862068965517,0.04971590909090909,0.375,0.6206896551724138,0.697409643888861,0.015176595411752137,11,no_memory
logistic,post_shift,7030,86,0.012233285917496443,0.1263789949240656,0.7854932483120779,0.05714285714285714,0.4186046511627907,0.08961593172119488,0.09913793103448276,0.26744186046511625,0.30815424252566687,0.034019599961558684,11,no_memory
boosting,all_test,8438,115,0.013628821995733587,0.16738134592974943,0.8105130361648443,0.1108433734939759,0.4,0.049182270680255984,0.1357142857142857,0.33043478260869563,0.43836769126907377,0.029853238781156973,11,no_memory
boosting,pre_shift,1408,29,0.020596590909090908,0.5961725970962939,0.9698182090970469,0.37254901960784315,0.6551724137931034,0.03622159090909091,0.3617021276595745,0.5862068965517241,0.6234110942776657,0.017194795924865627,11,no_memory
boosting,post_shift,7030,86,0.012233285917496443,0.09551087791910896,0.751409113439074,0.07417582417582418,0.313953488372093,0.051778093883357044,0.09012875536480687,0.2441860465116279,0.28791847314221664,0.03238852861638574,11,no_memory
boosting_static,all_test,8438,115,0.013628821995733587,0.1790066434156045,0.8031891719645403,0.15771812080536912,0.40869565217391307,0.03531642569329225,0.14285714285714285,0.34782608695652173,0.4729148845511108,0.012826918350905618,11,no_memory
boosting_static,pre_shift,1408,29,0.020596590909090908,0.5455626957965328,0.9805456227651221,0.4782608695652174,0.7586206896551724,0.032670454545454544,0.36,0.6206896551724138,0.6836859980039204,0.013644616605863276,11,no_memory
boosting_static,post_shift,7030,86,0.012233285917496443,0.11307046344885371,0.738584757796592,0.0992063492063492,0.29069767441860467,0.03584637268847795,0.09565217391304348,0.2558139534883721,0.30154779603496457,0.012663146068831595,11,no_memory
boosting_no_network,all_test,8438,115,0.013628821995733587,0.19955697775996278,0.8178290645617957,0.1419939577039275,0.40869565217391307,0.03922730504858971,0.15714285714285714,0.3826086956521739,0.523020550363793,0.012914731986546418,11,no_memory
boosting_no_network,pre_shift,1408,29,0.020596590909090908,0.6014246559322324,0.9809707184116425,0.4883720930232558,0.7241379310344828,0.030539772727272728,0.4,0.6896551724137931,0.7479674212996537,0.012685407405590871,11,no_memory
boosting_no_network,post_shift,7030,86,0.012233285917496443,0.12583268065644232,0.7566855441538956,0.09027777777777778,0.3023255813953488,0.04096728307254623,0.10434782608695652,0.27906976744186046,0.340127886793334,0.012960662144439082,11,no_memory
isolation_forest,all_test,8438,115,0.013628821995733587,0.06079177684827264,0.7417695333517911,0.060498220640569395,0.2956521739130435,0.06660346053567195,0.08571428571428572,0.20869565217391303,0.2089124202676581,,11,no_memory
isolation_forest,pre_shift,1408,29,0.020596590909090908,0.22173474016120073,0.8812232752369283,0.18181818181818182,0.3448275862068966,0.0390625,0.17307692307692307,0.3103448275862069,0.39297638451099637,,11,no_memory
isolation_forest,post_shift,7030,86,0.012233285917496443,0.051497346817670944,0.6993690386882435,0.047337278106508875,0.27906976744186046,0.0721194879089616,0.06578947368421052,0.1744186046511628,0.0592595331314751,,11,no_memory
behaviour_rule,all_test,8438,115,0.013628821995733587,0.19761346957791684,0.8060732699852163,0.1284153005464481,0.40869565217391307,0.04337520739511733,0.14285714285714285,0.34782608695652173,0.5598635199112171,,11,no_memory
behaviour_rule,pre_shift,1408,29,0.020596590909090908,0.5588034190726799,0.9751944187442174,0.3958333333333333,0.6551724137931034,0.03409090909090909,0.3333333333333333,0.6206896551724138,0.7689621582551296,,11,no_memory
behaviour_rule,post_shift,7030,86,0.012233285917496443,0.1273060178414074,0.7432483120780194,0.0880503144654088,0.32558139534883723,0.04523470839260313,0.09734513274336283,0.2558139534883721,0.38985623438387834,,11,no_memory
logistic,all_test,8706,115,0.013209280955662761,0.10716242900484897,0.7945564873249559,0.07446808510638298,0.4260869565217391,0.07558005972892258,0.11785714285714285,0.28695652173913044,0.34224862131838873,0.028601185323378138,22,no_memory
logistic,pre_shift,1504,11,0.007313829787234043,0.4081968705213939,0.9645010046885465,0.11594202898550725,0.7272727272727273,0.045877659574468085,0.14814814814814814,0.7272727272727273,0.75340091986785,0.012736485847566698,22,no_memory
logistic,post_shift,7202,104,0.01444043321299639,0.08863093038842716,0.7641358887660663,0.06960950764006792,0.3942307692307692,0.08178283810052762,0.11061946902654868,0.2403846153846154,0.3033953243509614,0.0319142244807817,22,no_memory
boosting,all_test,8706,115,0.013209280955662761,0.09442753695407254,0.7388404447525975,0.10236220472440945,0.22608695652173913,0.029175281415116012,0.09285714285714286,0.22608695652173913,0.29325648511695024,0.012862799366182507,22,no_memory
boosting,pre_shift,1504,11,0.007313829787234043,0.19891505549210525,0.9093344699506788,0.09523809523809523,0.36363636363636365,0.027925531914893616,0.07547169811320754,0.36363636363636365,0.5484874004016325,0.006513735531853163,22,no_memory
boosting,post_shift,7202,104,0.01444043321299639,0.09055408811998816,0.7193866907254481,0.10377358490566038,0.21153846153846154,0.029436267703415717,0.09691629955947137,0.21153846153846154,0.2691375331329542,0.014188679955856397,22,no_memory
boosting_static,all_test,8706,115,0.013209280955662761,0.11764977343571846,0.7518748133790164,0.11726384364820847,0.3130434782608696,0.03526303698598668,0.11071428571428571,0.26956521739130435,0.3562563620703156,0.012870262526413321,22,no_memory
boosting_static,pre_shift,1504,11,0.007313829787234043,0.3237708420154176,0.9303720392132985,0.1590909090909091,0.6363636363636364,0.02925531914893617,0.10909090909090909,0.5454545454545454,0.6843784414070091,0.006735227480958911,22,no_memory
boosting_static,post_shift,7202,104,0.01444043321299639,0.10468118694104067,0.7289600808461756,0.11026615969581749,0.27884615384615385,0.03651763399055818,0.1111111111111111,0.2403846153846154,0.32524930061154406,0.014151447295694555,22,no_memory
boosting_no_network,all_test,8706,115,0.013209280955662761,0.0970219134519415,0.7441817270854737,0.09657320872274143,0.26956521739130435,0.0368711233631978,0.09642857142857143,0.23478260869565218,0.3436245064152041,0.01303620961107606,22,no_memory
boosting_no_network,pre_shift,1504,11,0.007313829787234043,0.400715170043585,0.9573159593253364,0.14583333333333334,0.6363636363636364,0.031914893617021274,0.09090909090909091,0.45454545454545453,0.5832739521927836,0.00583784798626104,22,no_memory
boosting_no_network,post_shift,7202,104,0.01444043321299639,0.07327129305955164,0.7159776860220648,0.08791208791208792,0.23076923076923078,0.03790613718411552,0.09777777777777778,0.21153846153846154,0.320977980741566,0.01453944980598328,22,no_memory
isolation_forest,all_test,8706,115,0.013209280955662761,0.024350077650356735,0.6615791045229334,0.027160493827160494,0.09565217391304348,0.046519641626464506,0.02857142857142857,0.06956521739130435,0.03529620680783471,,22,no_memory
isolation_forest,pre_shift,1504,11,0.007313829787234043,0.03426211854141631,0.8399805151312184,0.0,0.0,0.03125,0.0,0.0,0.0,,22,no_memory
isolation_forest,post_shift,7202,104,0.01444043321299639,0.02419197361272238,0.6371797581117108,0.030726256983240222,0.10576923076923077,0.04970841432935296,0.03571428571428571,0.07692307692307693,0.038631647251112594,,22,no_memory
behaviour_rule,all_test,8706,115,0.013209280955662761,0.12138915061848142,0.7425779253313629,0.11246200607902736,0.3217391304347826,0.03779002986446129,0.125,0.30434782608695654,0.36857221159546744,,22,no_memory
behaviour_rule,pre_shift,1504,11,0.007313829787234043,0.36187760369134064,0.9453814771966145,0.1836734693877551,0.8181818181818182,0.032579787234042555,0.14814814814814814,0.7272727272727273,0.9080617995724558,,22,no_memory
behaviour_rule,post_shift,7202,104,0.01444043321299639,0.09903516312632363,0.7150294232394824,0.1,0.2692307692307692,0.03887808941960567,0.11946902654867257,0.25961538461538464,0.3175912265773735,,22,no_memory
logistic,all_test,8134,126,0.01549053356282272,0.2450849390288171,0.82961383854241,0.16374269005847952,0.4444444444444444,0.042045733956233095,0.18571428571428572,0.4126984126984127,0.4101251287159631,0.014799188541132031,33,no_memory
logistic,pre_shift,1315,29,0.022053231939163497,0.850880567948634,0.9881750415616453,0.5094339622641509,0.9310344827586207,0.0403041825095057,0.5,0.9310344827586207,0.9338914649075295,0.006967984404933974,33,no_memory
logistic,post_shift,6819,97,0.014224959671506086,0.10396195418915267,0.7741268093381632,0.10034602076124567,0.29896907216494845,0.04238158087696143,0.11061946902654868,0.25773195876288657,0.16855710818042538,0.016309385555225073,33,no_memory
boosting,all_test,8134,126,0.01549053356282272,0.17444082629626403,0.8086878399378399,0.17207792207792208,0.42063492063492064,0.0378657487091222,0.175,0.3888888888888889,0.45920222784850157,0.014029447906427035,33,no_memory
boosting,pre_shift,1315,29,0.022053231939163497,0.7687208485947068,0.9930551831393789,0.5777777777777777,0.896551724137931,0.034220532319391636,0.5,0.9310344827586207,0.9338914649075295,0.010989901914955691,33,no_memory
boosting,post_shift,6819,97,0.014224959671506086,0.07347009908572723,0.7450554725673814,0.10266159695817491,0.27835051546391754,0.038568705088722684,0.09734513274336283,0.2268041237113402,0.2402692200502802,0.014615604671170374,33,no_memory
boosting_static,all_test,8134,126,0.01549053356282272,0.12851660167660336,0.8284691498977212,0.17154811715481172,0.3253968253968254,0.029382837472338334,0.17142857142857143,0.38095238095238093,0.47225071596710405,0.014975168802920645,33,no_memory
boosting_static,pre_shift,1315,29,0.022053231939163497,0.5908762286937812,0.9759210596878855,0.5675675675675675,0.7241379310344828,0.028136882129277566,0.41379310344827586,0.8275862068965517,0.8610202286168711,0.0160007773702349,33,no_memory
boosting_static,post_shift,6819,97,0.014224959671506086,0.07901441266790554,0.781814291892754,0.09900990099009901,0.20618556701030927,0.02962311189323948,0.10810810810810811,0.24742268041237114,0.2929450311110598,0.01477738683107459,33,no_memory
boosting_no_network,all_test,8134,126,0.01549053356282272,0.17491551254577278,0.830287272251558,0.18248175182481752,0.3968253968253968,0.03368576346201131,0.18571428571428572,0.4126984126984127,0.43600173136558495,0.014121721116500497,33,no_memory
boosting_no_network,pre_shift,1315,29,0.022053231939163497,0.8013326755858061,0.9941813696573175,0.5681818181818182,0.8620689655172413,0.033460076045627375,0.49122807017543857,0.9655172413793104,0.8610202286168711,0.01132433709776201,33,no_memory
boosting_no_network,post_shift,6819,97,0.014224959671506086,0.07179285244541739,0.7744281739909268,0.10869565217391304,0.25773195876288657,0.033729285819035046,0.10762331838565023,0.24742268041237114,0.23997753130239025,0.014661178512693647,33,no_memory
isolation_forest,all_test,8134,126,0.01549053356282272,0.10427114477323148,0.8120579817008389,0.12224938875305623,0.3968253968253968,0.050282763707892794,0.14285714285714285,0.31746031746031744,0.2380192861476918,,33,no_memory
isolation_forest,pre_shift,1315,29,0.022053231939163497,0.43747699091872694,0.9545235158470532,0.375,0.7241379310344828,0.04258555133079848,0.3888888888888889,0.7241379310344828,0.6803653110999095,,33,no_memory
isolation_forest,post_shift,6819,97,0.014224959671506086,0.06865985527741576,0.7678295917084078,0.0821529745042493,0.29896907216494845,0.05176712127877988,0.084070796460177,0.1958762886597938,0.03400339918471551,,33,no_memory
behaviour_rule,all_test,8134,126,0.01549053356282272,0.17417002311900232,0.8268358625501483,0.16778523489932887,0.3968253968253968,0.03663634128350135,0.16428571428571428,0.36507936507936506,0.4733654307957759,,33,no_memory
behaviour_rule,pre_shift,1315,29,0.022053231939163497,0.8150391367244192,0.990775996138789,0.52,0.896551724137931,0.03802281368821293,0.49056603773584906,0.896551724137931,0.9338914649075295,,33,no_memory
behaviour_rule,post_shift,6819,97,0.014224959671506086,0.061493412564927276,0.7720287592364816,0.0967741935483871,0.24742268041237114,0.03636896905704649,0.0881057268722467,0.20618556701030927,0.2609646811134424,,33,no_memory
logistic,all_test,8517,230,0.027004813901608547,0.19428886354880004,0.7836170849051157,0.16725978647686832,0.40869565217391307,0.06598567570740871,0.2571428571428571,0.3130434782608696,0.42948180840870115,0.028256526707203966,44,no_memory
logistic,pre_shift,1546,25,0.016170763260025874,0.5964488896332355,0.9583957922419462,0.2903225806451613,0.72,0.040103492884864166,0.33962264150943394,0.72,0.7564488377508823,0.010515089366535463,44,no_memory
logistic,post_shift,6971,205,0.029407545545832737,0.15390580775764373,0.751793400286944,0.152,0.37073170731707317,0.07172572084349448,0.23788546255506607,0.2634146341463415,0.22425146386391956,0.03219115045253082,44,no_memory
boosting,all_test,8517,230,0.027004813901608547,0.15632792702840342,0.7320509860913637,0.21107266435986158,0.26521739130434785,0.033932135728542916,0.2,0.24347826086956523,0.36964385826174373,0.025240219740399188,44,no_memory
boosting,pre_shift,1546,25,0.016170763260025874,0.4486168778314494,0.932991452991453,0.26785714285714285,0.6,0.03622250970245795,0.2641509433962264,0.56,0.661549348955095,0.012097406186899098,44,no_memory
boosting,post_shift,6971,205,0.029407545545832737,0.1259937962137933,0.7053484784034952,0.19742489270386265,0.22439024390243903,0.03342418591306843,0.18502202643171806,0.2048780487804878,0.1864209059352125,0.028154979423903874,44,no_memory
boosting_static,all_test,8517,230,0.027004813901608547,0.15418643228865617,0.7259403151085251,0.20422535211267606,0.25217391304347825,0.033345074556768814,0.21071428571428572,0.2565217391304348,0.39840583260893636,0.025092821121174367,44,no_memory
boosting_static,pre_shift,1546,25,0.016170763260025874,0.5115066606464707,0.9266272189349112,0.2777777777777778,0.6,0.03492884864165589,0.2777777777777778,0.6,0.7070535328710413,0.010909111180624605,44,no_memory
boosting_static,post_shift,6971,205,0.029407545545832737,0.11885001355229685,0.698102059796832,0.18695652173913044,0.2097560975609756,0.032993831588007456,0.19469026548672566,0.2146341463414634,0.20467414658791272,0.028238426567751603,44,no_memory
boosting_no_network,all_test,8517,230,0.027004813901608547,0.16833823810848417,0.7428274248298802,0.23076923076923078,0.28695652173913044,0.033579899025478456,0.2357142857142857,0.28695652173913044,0.43212887261744604,0.024632766251620558,44,no_memory
boosting_no_network,pre_shift,1546,25,0.016170763260025874,0.5456117511005116,0.9374884944115712,0.3404255319148936,0.64,0.03040103492884864,0.3018867924528302,0.64,0.6851402589709443,0.010586954729464335,44,no_memory
boosting_no_network,post_shift,6971,205,0.029407545545832737,0.1316482909312562,0.714182822289352,0.20920502092050208,0.24390243902439024,0.03428489456319036,0.22026431718061673,0.24390243902439024,0.2733189335861331,0.027747789148371893,44,no_memory
isolation_forest,all_test,8517,230,0.027004813901608547,0.08540852008295205,0.7256032234878096,0.1206140350877193,0.2391304347826087,0.05353997886579782,0.14642857142857144,0.1782608695652174,0.11059340099796762,,44,no_memory
isolation_forest,pre_shift,1546,25,0.016170763260025874,0.07514580427880843,0.8243786982248521,0.12307692307692308,0.32,0.04204398447606727,0.09433962264150944,0.2,0.12026299546224302,,44,no_memory
isolation_forest,post_shift,6971,205,0.029407545545832737,0.08810761578477967,0.710620534523406,0.12020460358056266,0.22926829268292684,0.05608951369961268,0.15859030837004406,0.17560975609756097,0.10452399942098257,,44,no_memory
behaviour_rule,all_test,8517,230,0.027004813901608547,0.14975002284011027,0.7151536455737378,0.19543973941368079,0.2608695652173913,0.036045555946929674,0.18928571428571428,0.23043478260869565,0.39973372417346814,,44,no_memory
behaviour_rule,pre_shift,1546,25,0.016170763260025874,0.5541915077017749,0.9629717291255754,0.3541666666666667,0.68,0.031047865459249677,0.29411764705882354,0.6,0.7109220441837802,,44,no_memory
behaviour_rule,post_shift,6971,205,0.029407545545832737,0.10614360524575442,0.6752557623122787,0.16602316602316602,0.2097560975609756,0.03715392339693014,0.16593886462882096,0.18536585365853658,0.20440734443873626,,44,no_memory
logistic,all_test,8662,111,0.012814592472870007,0.06261581321443264,0.7011560736271295,0.06928406466512702,0.2702702702702703,0.04998845532209651,0.08928571428571429,0.22522522522522523,0.3492572241501588,0.016761349952568453,55,no_memory
logistic,pre_shift,1359,20,0.014716703458425313,0.32318113450545805,0.7111650485436893,0.20930232558139536,0.45,0.03164091243561442,0.18181818181818182,0.5,0.951756050564914,0.012412149046460551,55,no_memory
logistic,post_shift,7303,91,0.01246063261673285,0.043270362183019516,0.6929964101345132,0.05384615384615385,0.23076923076923078,0.053402711214569354,0.06666666666666667,0.16483516483516483,0.24776293367365756,0.01757068365534822,55,no_memory
boosting,all_test,8662,111,0.012814592472870007,0.14513727873592486,0.6906604885788608,0.13302752293577982,0.26126126126126126,0.025167397829600553,0.11428571428571428,0.2882882882882883,0.32583437329668735,0.012210931920807503,55,no_memory
boosting,pre_shift,1359,20,0.014716703458425313,0.7283767642723828,0.9853995519044063,0.38461538461538464,0.75,0.02869757174392936,0.30357142857142855,0.85,0.951756050564914,0.007145803791841959,55,no_memory
boosting,post_shift,7303,91,0.01246063261673285,0.045680784282125464,0.6262243025970147,0.0782122905027933,0.15384615384615385,0.02451047514719978,0.06696428571428571,0.16483516483516483,0.2203943728468467,0.013153491023541198,55,no_memory
boosting_static,all_test,8662,111,0.012814592472870007,0.0989257101801167,0.7115552577486854,0.11382113821138211,0.25225225225225223,0.02839990764257677,0.11428571428571428,0.2882882882882883,0.3322930192328332,0.01250523374782322,55,no_memory
boosting_static,pre_shift,1359,20,0.014716703458425313,0.6274094483971904,0.959353995519044,0.35,0.7,0.029433406916850625,0.2631578947368421,0.75,0.951756050564914,0.008900924533104664,55,no_memory
boosting_static,post_shift,7303,91,0.01246063261673285,0.03840549928022945,0.6532686669957886,0.06796116504854369,0.15384615384615385,0.028207585923593043,0.07623318385650224,0.18681318681318682,0.22794101374329617,0.013175952113262425,55,no_memory
boosting_no_network,all_test,8662,111,0.012814592472870007,0.1019010886876586,0.6692031172793657,0.1183206106870229,0.27927927927927926,0.03024705610713461,0.1,0.25225225225225223,0.2899572159426908,0.012717992423433482,55,no_memory
boosting_no_network,pre_shift,1359,20,0.014716703458425313,0.6018799696419919,0.967662434652726,0.35714285714285715,0.75,0.03090507726269316,0.24561403508771928,0.7,0.8411525997722827,0.008555949230479722,55,no_memory
boosting_no_network,post_shift,7303,91,0.01246063261673285,0.03219035408687961,0.6002762489867315,0.07272727272727272,0.17582417582417584,0.030124606326167327,0.06278026905829596,0.15384615384615385,0.19710527674705106,0.013492498338704488,55,no_memory
isolation_forest,all_test,8662,111,0.012814592472870007,0.11871256227903758,0.7310593250249431,0.054982817869415807,0.2882882882882883,0.06719002539829139,0.07142857142857142,0.18018018018018017,0.04786847848275485,,55,no_memory
isolation_forest,pre_shift,1359,20,0.014716703458425313,0.6939080304316183,0.9750560119492158,0.26865671641791045,0.9,0.049300956585724795,0.2545454545454545,0.7,0.19672729395965316,,55,no_memory
isolation_forest,post_shift,7303,91,0.01246063261673285,0.03139260369126127,0.670731930299318,0.027184466019417475,0.15384615384615385,0.0705189648089826,0.02666666666666667,0.06593406593406594,0.022792380081195857,,55,no_memory
behaviour_rule,all_test,8662,111,0.012814592472870007,0.10366004744108873,0.6821772070281018,0.11627906976744186,0.3153153153153153,0.03474948048949434,0.11071428571428571,0.27927927927927926,0.34281120508778834,,55,no_memory
behaviour_rule,pre_shift,1359,20,0.014716703458425313,0.6736317972881684,0.9637042569081403,0.3333333333333333,0.9,0.039735099337748346,0.2909090909090909,0.8,0.9078182932881791,,55,no_memory
behaviour_rule,post_shift,7303,91,0.01246063261673285,0.033394969476838454,0.6154912752250523,0.06882591093117409,0.18681318681318682,0.03382171710256059,0.06666666666666667,0.16483516483516483,0.2476326071935299,,55,no_memory
logistic,all_test,8400,113,0.013452380952380952,0.5076749368399618,0.9658234295959873,0.16101694915254236,0.8407079646017699,0.07023809523809524,0.2571428571428571,0.6371681415929203,0.6235589562037444,0.020867413612674548,11,no_shift
logistic,pre_shift,1408,29,0.020596590909090908,0.5358976016441493,0.9714185691780651,0.328125,0.7241379310344828,0.045454545454545456,0.2708333333333333,0.4482758620689655,0.5121179860534487,0.016083640696360094,11,no_shift
logistic,post_shift,6992,84,0.012013729977116704,0.5496948259507882,0.9685164888190366,0.14068441064638784,0.8809523809523809,0.07522883295194507,0.2543103448275862,0.7023809523809523,0.6882806098847774,0.021830736305204684,11,no_shift
boosting,all_test,8400,113,0.013452380952380952,0.5180898661672404,0.9643476134386837,0.27181208053691275,0.7168141592920354,0.035476190476190474,0.275,0.6814159292035398,0.7268110890202862,0.009422421818483405,11,no_shift
boosting,pre_shift,1408,29,0.020596590909090908,0.43129129288491913,0.9569153059438373,0.38636363636363635,0.5862068965517241,0.03125,0.32608695652173914,0.5172413793103449,0.5623052675691926,0.014931371636560413,11,no_shift
boosting,post_shift,6992,84,0.012013729977116704,0.5664106063279148,0.9688594314390492,0.25196850393700787,0.7619047619047619,0.036327231121281466,0.26495726495726496,0.7380952380952381,0.8223512551738317,0.008313068079374075,11,no_shift
boosting_static,all_test,8400,113,0.013452380952380952,0.474341913025464,0.9501378104740232,0.30514705882352944,0.7345132743362832,0.03238095238095238,0.2714285714285714,0.672566371681416,0.756384104934287,0.008668201812181055,11,no_shift
boosting_static,pre_shift,1408,29,0.020596590909090908,0.6006483556989858,0.9824085419219325,0.4782608695652174,0.7586206896551724,0.032670454545454544,0.35294117647058826,0.6206896551724138,0.6654337408669351,0.012510460385156325,11,no_shift
boosting_static,post_shift,6992,84,0.012013729977116704,0.45804761280942924,0.9395421457523369,0.26991150442477874,0.7261904761904762,0.03232265446224256,0.25327510917030566,0.6904761904761905,0.8092054143449302,0.007894474685357658,11,no_shift
boosting_no_network,all_test,8400,113,0.013452380952380952,0.5907114324610536,0.9678385273447804,0.3107142857142857,0.7699115044247787,0.03333333333333333,0.2857142857142857,0.7079646017699115,0.7622176127946997,0.007966750966983101,11,no_shift
boosting_no_network,pre_shift,1408,29,0.020596590909090908,0.612201387689636,0.9749693681078242,0.44680851063829785,0.7241379310344828,0.033380681818181816,0.375,0.6206896551724138,0.7041056168837084,0.012852245699945636,11,no_shift
boosting_no_network,post_shift,6992,84,0.012013729977116704,0.6070270445854385,0.9660762538947252,0.2832618025751073,0.7857142857142857,0.033323798627002285,0.2672413793103448,0.7380952380952381,0.7959673591311893,0.006982944247301861,11,no_shift
isolation_forest,all_test,8400,113,0.013452380952380952,0.25837458020405313,0.9006525841199191,0.11806797853309481,0.584070796460177,0.06654761904761905,0.175,0.4336283185840708,0.4148063992624916,,11,no_shift
isolation_forest,pre_shift,1408,29,0.020596590909090908,0.20849232493826408,0.8741716886299418,0.1864406779661017,0.3793103448275862,0.04190340909090909,0.1568627450980392,0.27586206896551724,0.38070857226151217,,11,no_shift
isolation_forest,post_shift,6992,84,0.012013729977116704,0.2889839277453251,0.9223088482642623,0.11,0.6547619047619048,0.07151029748283753,0.17903930131004367,0.4880952380952381,0.4346094191703124,,11,no_shift
behaviour_rule,all_test,8400,113,0.013452380952380952,0.5746357249038159,0.9663958156020038,0.2857142857142857,0.7433628318584071,0.035,0.2892857142857143,0.7168141592920354,0.8174427622902926,,11,no_shift
behaviour_rule,pre_shift,1408,29,0.020596590909090908,0.5588034190726799,0.9751944187442174,0.3958333333333333,0.6551724137931034,0.03409090909090909,0.3333333333333333,0.6206896551724138,0.7794529141212085,,11,no_shift
behaviour_rule,post_shift,6992,84,0.012013729977116704,0.5968533840924701,0.9638221385832851,0.26422764227642276,0.7738095238095238,0.03518306636155606,0.27876106194690264,0.75,0.8395061541764046,,11,no_shift
logistic,all_test,8647,93,0.010755175205273505,0.33858747380030774,0.9516920965102159,0.1712846347607053,0.7311827956989247,0.04591187695154389,0.19642857142857142,0.5913978494623656,0.6899266484888052,0.010506312418795396,22,no_shift
logistic,pre_shift,1504,11,0.007313829787234043,0.31987883481372154,0.9634049808195824,0.14285714285714285,0.7272727272727273,0.03723404255319149,0.12727272727272726,0.6363636363636364,0.7046058171924596,0.008241537336269901,22,no_shift
logistic,post_shift,7143,82,0.011479770404591909,0.3457359150300388,0.9498447328333927,0.17595307917888564,0.7317073170731707,0.04773904521909562,0.21333333333333335,0.5853658536585366,0.6873724906727984,0.010983173922941881,22,no_shift
boosting,all_test,8647,93,0.010755175205273505,0.22110518598025222,0.9351394430323738,0.1610738255033557,0.5161290322580645,0.034462819474962415,0.16428571428571428,0.4946236559139785,0.46215772495103496,0.009913752152375025,22,no_shift
boosting,pre_shift,1504,11,0.007313829787234043,0.25957755431473023,0.9690068805942885,0.13333333333333333,0.5454545454545454,0.02992021276595745,0.11320754716981132,0.5454545454545454,0.5876627583079614,0.006796890298760856,22,no_shift
boosting,post_shift,7143,82,0.011479770404591909,0.22028052345229893,0.9303681161723103,0.16600790513833993,0.5121951219512195,0.035419291614167715,0.1762114537444934,0.4878048780487805,0.44031999909827657,0.010570025458805895,22,no_shift
boosting_static,all_test,8647,93,0.010755175205273505,0.32469194706214893,0.9291905189297092,0.19767441860465115,0.5483870967741935,0.029836937666242628,0.17142857142857143,0.5161290322580645,0.6749443142977841,0.008823550677412242,22,no_shift
